
## 240:540 | Главная + о проекте | 320x1682
271:411	"Сестра"	Manrope	8	600	10.928000450134277	0	ORIGINAL	#30302A	1
271:405	"Спиридонова Полина"	Manrope	8	400	10.928000450134277	0	ORIGINAL	#30302A	1
271:413	"Спиридонова Полина"	Manrope	8	400	10.928000450134277	0	ORIGINAL	#30302A	1
271:404	"14.08.2002"	Manrope	5	500	6.830000400543213	0	ORIGINAL	#30302A	1
271:412	"14.08.2002"	Manrope	5	500	6.830000400543213	0	ORIGINAL	#30302A	1
271:427	"Мама"	Manrope	8	600	10.928000450134277	0	ORIGINAL	#30302A	1
271:435	"Папа"	Involve	8	600	10.640000343322754	0	ORIGINAL	#30302A	1
271:429	"Спиридонова Полина"	Manrope	8	400	10.928000450134277	0	ORIGINAL	#30302A	1
271:437	"Спиридонова Полина"	Manrope	8	400	10.928000450134277	0	ORIGINAL	#30302A	1
271:428	"14.08.2002"	Manrope	5	500	6.830000400543213	0	ORIGINAL	#30302A	1
271:436	"14.08.2002"	Manrope	5	500	6.830000400543213	0	ORIGINAL	#30302A	1
271:465	"Спиридонова Полина"	Manrope	5	400	6.830000400543213	0	ORIGINAL	#30302A	1
271:459	"Спиридонова Полина"	Manrope	5	400	6.830000400543213	0	ORIGINAL	#30302A	1
271:477	"Спиридонова Полина"	Manrope	5	400	6.830000400543213	0	ORIGINAL	#30302A	1
271:471	"Спиридонова Полина"	Manrope	5	400	6.830000400543213	0	ORIGINAL	#30302A	1
I271:352;240:530	"Добавить информацию"	Manrope	14	500	19.124000549316406	0	ORIGINAL	#FFFCF6	1

## 283:2414 | При нажатии на ИФ | 320x560
283:2418	"Stammbaum"	Playfair Display	16	400	21.327999114990234	0	ORIGINAL	#FFFCF6	1
I283:2419;231:225	"RU"	Manrope	12	500	16.392000198364258	0	ORIGINAL	#FFFCF6	1
283:2491	"Имя Фамилия"	Manrope	16	500	21.856000900268555	0	ORIGINAL	#FFFFFF	1
283:2487	"Открыть карточку"	Manrope	14	500	19.124000549316406	0	ORIGINAL	#30302A	1
283:2486	"Редактировать карточку"	Manrope	14	500	19.124000549316406	0	ORIGINAL	#30302A	1
283:2428	"Я"	Involve	8	600	10.640000343322754	0	ORIGINAL	#30302A	1
283:2489	"Добавить родственника"	Manrope	14	500	19.124000549316406	0	ORIGINAL	#30302A	1
283:2430	"Спиридонова Полина"	Involve	8	400	10.640000343322754	0	ORIGINAL	#30302A	1
283:2429	"14.08.2002"	Involve	5	500	6.650000095367432	0	ORIGINAL	#30302A	1
283:2490	"Посмотреть родственные связи"	Manrope	14	500	15.40000057220459	0	ORIGINAL	#30302A	1
302:983	"Скрыть родственника"	Manrope	14	500	19.124000549316406	0	ORIGINAL	#30302A	1
302:985	"Показать скрытых родственников"	Manrope	14	500	19.124000549316406	0	ORIGINAL	#30302A	1
I283:2422;240:530	"Добавить информацию"	Manrope	14	500	19.124000549316406	0	ORIGINAL	#FFFCF6	1

## 283:2502 | При нажатии на ИФ | 320x596
283:2506	"Stammbaum"	Playfair Display	16	400	21.327999114990234	0	ORIGINAL	#FFFCF6	1
I283:2507;231:225	"RU"	Manrope	12	500	16.392000198364258	0	ORIGINAL	#FFFCF6	1
284:2608	"Имя Фамилия"	Manrope	16	500	21.856000900268555	0	ORIGINAL	#FFFFFF	1
I283:2544;280:1114	"Информация"	Manrope	12	500	16.392000198364258	0	ORIGINAL	#FFFCF6	1
283:2553	"Родители"	Manrope	12	500	16.392000198364258	0	ORIGINAL	#30302A	1
283:2550	"Супруги"	Manrope	12	500	16.392000198364258	0	ORIGINAL	#30302A	1
283:2551	"Дети"	Manrope	12	500	16.392000198364258	0	ORIGINAL	#30302A	1
283:2552	"Бр"	Manrope	12	500	16.392000198364258	0	ORIGINAL	#30302A	1
284:2555	"Имя Фамилия Отчество"	Manrope	12	500	16.392000198364258	0	ORIGINAL	#5D5D5D	1
284:2560	"Имя Фамилия Отчество"	Manrope	16	500	21.856000900268555	0	ORIGINAL	#30302A	1
284:2556	"Дата рождения"	Manrope	12	500	16.392000198364258	0	ORIGINAL	#5D5D5D	1
284:2561	"01.01.2000"	Manrope	16	500	21.856000900268555	0	ORIGINAL	#30302A	1
284:2557	"Место рождения"	Manrope	12	500	16.392000198364258	0	ORIGINAL	#5D5D5D	1
284:2562	"Россия, г. Санкт-Петербург"	Manrope	16	500	21.856000900268555	0	ORIGINAL	#30302A	1
284:2558	"Дата смерти"	Manrope	12	500	16.392000198364258	0	ORIGINAL	#5D5D5D	1
284:2563	"01.01.2000"	Manrope	16	500	21.856000900268555	0	ORIGINAL	#30302A	1
284:2559	"Место смерти"	Manrope	12	500	16.392000198364258	0	ORIGINAL	#5D5D5D	1
284:2564	"Германия, г. Мюнхен"	Manrope	16	500	21.856000900268555	0	ORIGINAL	#30302A	1
I284:2566;260:883	"Добавить дополнительную информацию"	Manrope	8	500	10.928000450134277	0	ORIGINAL	#5D5D5D	1
I283:2543;240:530	"Редактировать"	Manrope	14	500	19.124000549316406	0	ORIGINAL	#FFFCF6	1

## 284:2569 | При нажатии на иф родители | 320x596
284:2573	"Stammbaum"	Playfair Display	16	400	21.327999114990234	0	ORIGINAL	#FFFCF6	1
I284:2574;231:225	"RU"	Manrope	12	500	16.392000198364258	0	ORIGINAL	#FFFCF6	1
